filename,Description,Sample_ID_for_Data_Sharing_and_Public_Release,Tissue,Hippocampus Group
GTEX-11WQC-0011-R10a-SM-AFUIX.mCG.small_smooth.bw,Methylation values for CG using small smoothing parameters.,GTEX-11WQC-0011-R10a-SM-AFUIX,Brain - Frontal Cortex (BA9),
GTEX-11WQC-0011-R10a-SM-AFUIX.mCT_neg.small_smooth.bw,Methylation values for CT (negative strand) using small smoothing parameters.,GTEX-11WQC-0011-R10a-SM-AFUIX,Brain - Frontal Cortex (BA9),
GTEX-11WQC-0011-R10a-SM-AFUIX.mCT_pos.small_smooth.bw,Methylation values for CT (positive strand) using small smoothing parameters.,GTEX-11WQC-0011-R10a-SM-AFUIX,Brain - Frontal Cortex (BA9),
GTEX-12WSC-0011-R10a-SM-AFULX.mCA_neg.small_smooth.bw,Methylation values for CA (negative strand) using small smoothing parameters.,GTEX-12WSC-0011-R10a-SM-AFULX,Brain - Frontal Cortex (BA9),
GTEX-12WSC-0011-R10a-SM-AFULX.mCA_pos.small_smooth.bw,Methylation values for CA (positive strand) using small smoothing parameters.,GTEX-12WSC-0011-R10a-SM-AFULX,Brain - Frontal Cortex (BA9),
GTEX-12WSC-0011-R10a-SM-AFULX.mCC_neg.small_smooth.bw,Methylation values for CC (negative strand) using small smoothing parameters.,GTEX-12WSC-0011-R10a-SM-AFULX,Brain - Frontal Cortex (BA9),
GTEX-12WSC-0011-R10a-SM-AFULX.mCC_pos.small_smooth.bw,Methylation values for CC (positive strand) using small smoothing parameters.,GTEX-12WSC-0011-R10a-SM-AFULX,Brain - Frontal Cortex (BA9),
GTEX-12WSC-0011-R10a-SM-AFULX.mCG.large_smooth.bw,Methylation values for CG using large smoothing parameters.,GTEX-12WSC-0011-R10a-SM-AFULX,Brain - Frontal Cortex (BA9),
GTEX-12WSC-0011-R10a-SM-AFULX.mCG.small_smooth.bw,Methylation values for CG using small smoothing parameters.,GTEX-12WSC-0011-R10a-SM-AFULX,Brain - Frontal Cortex (BA9),
GTEX-12WSC-0011-R10a-SM-AFULX.mCT_neg.small_smooth.bw,Methylation values for CT (negative strand) using small smoothing parameters.,GTEX-12WSC-0011-R10a-SM-AFULX,Brain - Frontal Cortex (BA9),
GTEX-12WSC-0011-R10a-SM-AFULX.mCT_pos.small_smooth.bw,Methylation values for CT (positive strand) using small smoothing parameters.,GTEX-12WSC-0011-R10a-SM-AFULX,Brain - Frontal Cortex (BA9),
GTEX-12ZZY-0011-R10b-SM-AFUM9.mCA_neg.small_smooth.bw,Methylation values for CA (negative strand) using small smoothing parameters.,GTEX-12ZZY-0011-R10b-SM-AFUM9,Brain - Frontal Cortex (BA9),
GTEX-12ZZY-0011-R10b-SM-AFUM9.mCA_pos.small_smooth.bw,Methylation values for CA (positive strand) using small smoothing parameters.,GTEX-12ZZY-0011-R10b-SM-AFUM9,Brain - Frontal Cortex (BA9),
GTEX-12ZZY-0011-R10b-SM-AFUM9.mCC_neg.small_smooth.bw,Methylation values for CC (negative strand) using small smoothing parameters.,GTEX-12ZZY-0011-R10b-SM-AFUM9,Brain - Frontal Cortex (BA9),
GTEX-12ZZY-0011-R10b-SM-AFUM9.mCC_pos.small_smooth.bw,Methylation values for CC (positive strand) using small smoothing parameters.,GTEX-12ZZY-0011-R10b-SM-AFUM9,Brain - Frontal Cortex (BA9),
GTEX-12ZZY-0011-R10b-SM-AFUM9.mCG.large_smooth.bw,Methylation values for CG using large smoothing parameters.,GTEX-12ZZY-0011-R10b-SM-AFUM9,Brain - Frontal Cortex (BA9),
GTEX-12ZZY-0011-R10b-SM-AFUM9.mCG.small_smooth.bw,Methylation values for CG using small smoothing parameters.,GTEX-12ZZY-0011-R10b-SM-AFUM9,Brain - Frontal Cortex (BA9),
GTEX-12ZZY-0011-R10b-SM-AFUM9.mCT_neg.small_smooth.bw,Methylation values for CT (negative strand) using small smoothing parameters.,GTEX-12ZZY-0011-R10b-SM-AFUM9,Brain - Frontal Cortex (BA9),
GTEX-12ZZY-0011-R10b-SM-AFUM9.mCT_pos.small_smooth.bw,Methylation values for CT (positive strand) using small smoothing parameters.,GTEX-12ZZY-0011-R10b-SM-AFUM9,Brain - Frontal Cortex (BA9),
GTEX-1399T-0011-R10b-SM-AFUJA.mCA_neg.small_smooth.bw,Methylation values for CA (negative strand) using small smoothing parameters.,GTEX-1399T-0011-R10b-SM-AFUJA,Brain - Frontal Cortex (BA9),
GTEX-1399T-0011-R10b-SM-AFUJA.mCA_pos.small_smooth.bw,Methylation values for CA (positive strand) using small smoothing parameters.,GTEX-1399T-0011-R10b-SM-AFUJA,Brain - Frontal Cortex (BA9),
GTEX-1399T-0011-R10b-SM-AFUJA.mCC_neg.small_smooth.bw,Methylation values for CC (negative strand) using small smoothing parameters.,GTEX-1399T-0011-R10b-SM-AFUJA,Brain - Frontal Cortex (BA9),
GTEX-1399T-0011-R10b-SM-AFUJA.mCC_pos.small_smooth.bw,Methylation values for CC (positive strand) using small smoothing parameters.,GTEX-1399T-0011-R10b-SM-AFUJA,Brain - Frontal Cortex (BA9),
GTEX-1399T-0011-R10b-SM-AFUJA.mCG.large_smooth.bw,Methylation values for CG using large smoothing parameters.,GTEX-1399T-0011-R10b-SM-AFUJA,Brain - Frontal Cortex (BA9),
GTEX-1399T-0011-R10b-SM-AFUJA.mCG.small_smooth.bw,Methylation values for CG using small smoothing parameters.,GTEX-1399T-0011-R10b-SM-AFUJA,Brain - Frontal Cortex (BA9),
GTEX-1399T-0011-R10b-SM-AFUJA.mCT_neg.small_smooth.bw,Methylation values for CT (negative strand) using small smoothing parameters.,GTEX-1399T-0011-R10b-SM-AFUJA,Brain - Frontal Cortex (BA9),
GTEX-1399T-0011-R10b-SM-AFUJA.mCT_pos.small_smooth.bw,Methylation values for CT (positive strand) using small smoothing parameters.,GTEX-1399T-0011-R10b-SM-AFUJA,Brain - Frontal Cortex (BA9),
GTEX-139TS-0011-R10a-SM-AFUJH.mCA_neg.small_smooth.bw,Methylation values for CA (negative strand) using small smoothing parameters.,GTEX-139TS-0011-R10a-SM-AFUJH,Brain - Frontal Cortex (BA9),
GTEX-139TS-0011-R10a-SM-AFUJH.mCA_pos.small_smooth.bw,Methylation values for CA (positive strand) using small smoothing parameters.,GTEX-139TS-0011-R10a-SM-AFUJH,Brain - Frontal Cortex (BA9),
GTEX-139TS-0011-R10a-SM-AFUJH.mCC_neg.small_smooth.bw,Methylation values for CC (negative strand) using small smoothing parameters.,GTEX-139TS-0011-R10a-SM-AFUJH,Brain - Frontal Cortex (BA9),
GTEX-139TS-0011-R10a-SM-AFUJH.mCC_pos.small_smooth.bw,Methylation values for CC (positive strand) using small smoothing parameters.,GTEX-139TS-0011-R10a-SM-AFUJH,Brain - Frontal Cortex (BA9),
GTEX-139TS-0011-R10a-SM-AFUJH.mCG.large_smooth.bw,Methylation values for CG using large smoothing parameters.,GTEX-139TS-0011-R10a-SM-AFUJH,Brain - Frontal Cortex (BA9),
GTEX-139TS-0011-R10a-SM-AFUJH.mCG.small_smooth.bw,Methylation values for CG using small smoothing parameters.,GTEX-139TS-0011-R10a-SM-AFUJH,Brain - Frontal Cortex (BA9),
GTEX-139TS-0011-R10a-SM-AFUJH.mCT_neg.small_smooth.bw,Methylation values for CT (negative strand) using small smoothing parameters.,GTEX-139TS-0011-R10a-SM-AFUJH,Brain - Frontal Cortex (BA9),
GTEX-139TS-0011-R10a-SM-AFUJH.mCT_pos.small_smooth.bw,Methylation values for CT (positive strand) using small smoothing parameters.,GTEX-139TS-0011-R10a-SM-AFUJH,Brain - Frontal Cortex (BA9),
GTEX-13FHO-0011-R10b-SM-AFUMD.mCA_neg.small_smooth.bw,Methylation values for CA (negative strand) using small smoothing parameters.,GTEX-13FHO-0011-R10b-SM-AFUMD,Brain - Frontal Cortex (BA9),
GTEX-13FHO-0011-R10b-SM-AFUMD.mCA_pos.small_smooth.bw,Methylation values for CA (positive strand) using small smoothing parameters.,GTEX-13FHO-0011-R10b-SM-AFUMD,Brain - Frontal Cortex (BA9),
GTEX-13FHO-0011-R10b-SM-AFUMD.mCC_neg.small_smooth.bw,Methylation values for CC (negative strand) using small smoothing parameters.,GTEX-13FHO-0011-R10b-SM-AFUMD,Brain - Frontal Cortex (BA9),
GTEX-13FHO-0011-R10b-SM-AFUMD.mCC_pos.small_smooth.bw,Methylation values for CC (positive strand) using small smoothing parameters.,GTEX-13FHO-0011-R10b-SM-AFUMD,Brain - Frontal Cortex (BA9),
GTEX-13FHO-0011-R10b-SM-AFUMD.mCG.large_smooth.bw,Methylation values for CG using large smoothing parameters.,GTEX-13FHO-0011-R10b-SM-AFUMD,Brain - Frontal Cortex (BA9),
GTEX-13FHO-0011-R10b-SM-AFUMD.mCG.small_smooth.bw,Methylation values for CG using small smoothing parameters.,GTEX-13FHO-0011-R10b-SM-AFUMD,Brain - Frontal Cortex (BA9),
GTEX-13FHO-0011-R10b-SM-AFUMD.mCT_neg.small_smooth.bw,Methylation values for CT (negative strand) using small smoothing parameters.,GTEX-13FHO-0011-R10b-SM-AFUMD,Brain - Frontal Cortex (BA9),
GTEX-13FHO-0011-R10b-SM-AFUMD.mCT_pos.small_smooth.bw,Methylation values for CT (positive strand) using small smoothing parameters.,GTEX-13FHO-0011-R10b-SM-AFUMD,Brain - Frontal Cortex (BA9),
GTEX-13FHP-0011-R10b-SM-AFUMI.mCA_neg.small_smooth.bw,Methylation values for CA (negative strand) using small smoothing parameters.,GTEX-13FHP-0011-R10b-SM-AFUMI,Brain - Frontal Cortex (BA9),
GTEX-13FHP-0011-R10b-SM-AFUMI.mCA_pos.small_smooth.bw,Methylation values for CA (positive strand) using small smoothing parameters.,GTEX-13FHP-0011-R10b-SM-AFUMI,Brain - Frontal Cortex (BA9),
GTEX-13FHP-0011-R10b-SM-AFUMI.mCC_neg.small_smooth.bw,Methylation values for CC (negative strand) using small smoothing parameters.,GTEX-13FHP-0011-R10b-SM-AFUMI,Brain - Frontal Cortex (BA9),
GTEX-13FHP-0011-R10b-SM-AFUMI.mCC_pos.small_smooth.bw,Methylation values for CC (positive strand) using small smoothing parameters.,GTEX-13FHP-0011-R10b-SM-AFUMI,Brain - Frontal Cortex (BA9),
GTEX-13FHP-0011-R10b-SM-AFUMI.mCG.large_smooth.bw,Methylation values for CG using large smoothing parameters.,GTEX-13FHP-0011-R10b-SM-AFUMI,Brain - Frontal Cortex (BA9),
GTEX-13FHP-0011-R10b-SM-AFUMI.mCG.small_smooth.bw,Methylation values for CG using small smoothing parameters.,GTEX-13FHP-0011-R10b-SM-AFUMI,Brain - Frontal Cortex (BA9),
GTEX-13FHP-0011-R10b-SM-AFUMI.mCT_neg.small_smooth.bw,Methylation values for CT (negative strand) using small smoothing parameters.,GTEX-13FHP-0011-R10b-SM-AFUMI,Brain - Frontal Cortex (BA9),
GTEX-13FHP-0011-R10b-SM-AFUMI.mCT_pos.small_smooth.bw,Methylation values for CT (positive strand) using small smoothing parameters.,GTEX-13FHP-0011-R10b-SM-AFUMI,Brain - Frontal Cortex (BA9),
GTEX-13FXS-0011-R10a-SM-AFUJN.mCA_neg.small_smooth.bw,Methylation values for CA (negative strand) using small smoothing parameters.,GTEX-13FXS-0011-R10a-SM-AFUJN,Brain - Frontal Cortex (BA9),
GTEX-13FXS-0011-R10a-SM-AFUJN.mCA_pos.small_smooth.bw,Methylation values for CA (positive strand) using small smoothing parameters.,GTEX-13FXS-0011-R10a-SM-AFUJN,Brain - Frontal Cortex (BA9),
GTEX-13FXS-0011-R10a-SM-AFUJN.mCC_neg.small_smooth.bw,Methylation values for CC (negative strand) using small smoothing parameters.,GTEX-13FXS-0011-R10a-SM-AFUJN,Brain - Frontal Cortex (BA9),
GTEX-13FXS-0011-R10a-SM-AFUJN.mCC_pos.small_smooth.bw,Methylation values for CC (positive strand) using small smoothing parameters.,GTEX-13FXS-0011-R10a-SM-AFUJN,Brain - Frontal Cortex (BA9),
GTEX-13FXS-0011-R10a-SM-AFUJN.mCG.large_smooth.bw,Methylation values for CG using large smoothing parameters.,GTEX-13FXS-0011-R10a-SM-AFUJN,Brain - Frontal Cortex (BA9),
GTEX-13FXS-0011-R10a-SM-AFUJN.mCG.small_smooth.bw,Methylation values for CG using small smoothing parameters.,GTEX-13FXS-0011-R10a-SM-AFUJN,Brain - Frontal Cortex (BA9),
GTEX-13FXS-0011-R10a-SM-AFUJN.mCT_neg.small_smooth.bw,Methylation values for CT (negative strand) using small smoothing parameters.,GTEX-13FXS-0011-R10a-SM-AFUJN,Brain - Frontal Cortex (BA9),
GTEX-13FXS-0011-R10a-SM-AFUJN.mCT_pos.small_smooth.bw,Methylation values for CT (positive strand) using small smoothing parameters.,GTEX-13FXS-0011-R10a-SM-AFUJN,Brain - Frontal Cortex (BA9),
GTEX-13JUV-0011-R10b-SM-AFUK2.mCA_neg.small_smooth.bw,Methylation values for CA (negative strand) using small smoothing parameters.,GTEX-13JUV-0011-R10b-SM-AFUK2,Brain - Frontal Cortex (BA9),
GTEX-13JUV-0011-R10b-SM-AFUK2.mCA_pos.small_smooth.bw,Methylation values for CA (positive strand) using small smoothing parameters.,GTEX-13JUV-0011-R10b-SM-AFUK2,Brain - Frontal Cortex (BA9),
GTEX-13JUV-0011-R10b-SM-AFUK2.mCC_neg.small_smooth.bw,Methylation values for CC (negative strand) using small smoothing parameters.,GTEX-13JUV-0011-R10b-SM-AFUK2,Brain - Frontal Cortex (BA9),
GTEX-13JUV-0011-R10b-SM-AFUK2.mCC_pos.small_smooth.bw,Methylation values for CC (positive strand) using small smoothing parameters.,GTEX-13JUV-0011-R10b-SM-AFUK2,Brain - Frontal Cortex (BA9),
GTEX-13JUV-0011-R10b-SM-AFUK2.mCG.large_smooth.bw,Methylation values for CG using large smoothing parameters.,GTEX-13JUV-0011-R10b-SM-AFUK2,Brain - Frontal Cortex (BA9),
GTEX-13JUV-0011-R10b-SM-AFUK2.mCG.small_smooth.bw,Methylation values for CG using small smoothing parameters.,GTEX-13JUV-0011-R10b-SM-AFUK2,Brain - Frontal Cortex (BA9),
GTEX-13JUV-0011-R10b-SM-AFUK2.mCT_neg.small_smooth.bw,Methylation values for CT (negative strand) using small smoothing parameters.,GTEX-13JUV-0011-R10b-SM-AFUK2,Brain - Frontal Cortex (BA9),
GTEX-13JUV-0011-R10b-SM-AFUK2.mCT_pos.small_smooth.bw,Methylation values for CT (positive strand) using small smoothing parameters.,GTEX-13JUV-0011-R10b-SM-AFUK2,Brain - Frontal Cortex (BA9),
GTEX-13N2G-0011-R10a-SM-AFUK7.mCA_neg.small_smooth.bw,Methylation values for CA (negative strand) using small smoothing parameters.,GTEX-13N2G-0011-R10a-SM-AFUK7,Brain - Frontal Cortex (BA9),
GTEX-13N2G-0011-R10a-SM-AFUK7.mCA_pos.small_smooth.bw,Methylation values for CA (positive strand) using small smoothing parameters.,GTEX-13N2G-0011-R10a-SM-AFUK7,Brain - Frontal Cortex (BA9),
GTEX-13N2G-0011-R10a-SM-AFUK7.mCC_neg.small_smooth.bw,Methylation values for CC (negative strand) using small smoothing parameters.,GTEX-13N2G-0011-R10a-SM-AFUK7,Brain - Frontal Cortex (BA9),
GTEX-13N2G-0011-R10a-SM-AFUK7.mCC_pos.small_smooth.bw,Methylation values for CC (positive strand) using small smoothing parameters.,GTEX-13N2G-0011-R10a-SM-AFUK7,Brain - Frontal Cortex (BA9),
GTEX-13N2G-0011-R10a-SM-AFUK7.mCG.large_smooth.bw,Methylation values for CG using large smoothing parameters.,GTEX-13N2G-0011-R10a-SM-AFUK7,Brain - Frontal Cortex (BA9),
GTEX-13N2G-0011-R10a-SM-AFUK7.mCG.small_smooth.bw,Methylation values for CG using small smoothing parameters.,GTEX-13N2G-0011-R10a-SM-AFUK7,Brain - Frontal Cortex (BA9),
GTEX-13N2G-0011-R10a-SM-AFUK7.mCT_neg.small_smooth.bw,Methylation values for CT (negative strand) using small smoothing parameters.,GTEX-13N2G-0011-R10a-SM-AFUK7,Brain - Frontal Cortex (BA9),
GTEX-13N2G-0011-R10a-SM-AFUK7.mCT_pos.small_smooth.bw,Methylation values for CT (positive strand) using small smoothing parameters.,GTEX-13N2G-0011-R10a-SM-AFUK7,Brain - Frontal Cortex (BA9),
GTEX-13NYS-0011-R10a-SM-AFUKE.mCA_neg.small_smooth.bw,Methylation values for CA (negative strand) using small smoothing parameters.,GTEX-13NYS-0011-R10a-SM-AFUKE,Brain - Frontal Cortex (BA9),
GTEX-13NYS-0011-R10a-SM-AFUKE.mCA_pos.small_smooth.bw,Methylation values for CA (positive strand) using small smoothing parameters.,GTEX-13NYS-0011-R10a-SM-AFUKE,Brain - Frontal Cortex (BA9),
GTEX-13NYS-0011-R10a-SM-AFUKE.mCC_neg.small_smooth.bw,Methylation values for CC (negative strand) using small smoothing parameters.,GTEX-13NYS-0011-R10a-SM-AFUKE,Brain - Frontal Cortex (BA9),
GTEX-13NYS-0011-R10a-SM-AFUKE.mCC_pos.small_smooth.bw,Methylation values for CC (positive strand) using small smoothing parameters.,GTEX-13NYS-0011-R10a-SM-AFUKE,Brain - Frontal Cortex (BA9),
GTEX-13NYS-0011-R10a-SM-AFUKE.mCG.large_smooth.bw,Methylation values for CG using large smoothing parameters.,GTEX-13NYS-0011-R10a-SM-AFUKE,Brain - Frontal Cortex (BA9),
GTEX-13NYS-0011-R10a-SM-AFUKE.mCG.small_smooth.bw,Methylation values for CG using small smoothing parameters.,GTEX-13NYS-0011-R10a-SM-AFUKE,Brain - Frontal Cortex (BA9),
GTEX-13NYS-0011-R10a-SM-AFUKE.mCT_neg.small_smooth.bw,Methylation values for CT (negative strand) using small smoothing parameters.,GTEX-13NYS-0011-R10a-SM-AFUKE,Brain - Frontal Cortex (BA9),
GTEX-13NYS-0011-R10a-SM-AFUKE.mCT_pos.small_smooth.bw,Methylation values for CT (positive strand) using small smoothing parameters.,GTEX-13NYS-0011-R10a-SM-AFUKE,Brain - Frontal Cortex (BA9),
GTEX-13NZA-0011-R10b-SM-AFUKM.mCA_neg.small_smooth.bw,Methylation values for CA (negative strand) using small smoothing parameters.,GTEX-13NZA-0011-R10b-SM-AFUKM,Brain - Frontal Cortex (BA9),
GTEX-13NZA-0011-R10b-SM-AFUKM.mCA_pos.small_smooth.bw,Methylation values for CA (positive strand) using small smoothing parameters.,GTEX-13NZA-0011-R10b-SM-AFUKM,Brain - Frontal Cortex (BA9),
GTEX-13NZA-0011-R10b-SM-AFUKM.mCC_neg.small_smooth.bw,Methylation values for CC (negative strand) using small smoothing parameters.,GTEX-13NZA-0011-R10b-SM-AFUKM,Brain - Frontal Cortex (BA9),
GTEX-13NZA-0011-R10b-SM-AFUKM.mCC_pos.small_smooth.bw,Methylation values for CC (positive strand) using small smoothing parameters.,GTEX-13NZA-0011-R10b-SM-AFUKM,Brain - Frontal Cortex (BA9),
GTEX-13NZA-0011-R10b-SM-AFUKM.mCG.large_smooth.bw,Methylation values for CG using large smoothing parameters.,GTEX-13NZA-0011-R10b-SM-AFUKM,Brain - Frontal Cortex (BA9),
GTEX-13NZA-0011-R10b-SM-AFUKM.mCG.small_smooth.bw,Methylation values for CG using small smoothing parameters.,GTEX-13NZA-0011-R10b-SM-AFUKM,Brain - Frontal Cortex (BA9),
GTEX-13NZA-0011-R10b-SM-AFUKM.mCT_neg.small_smooth.bw,Methylation values for CT (negative strand) using small smoothing parameters.,GTEX-13NZA-0011-R10b-SM-AFUKM,Brain - Frontal Cortex (BA9),
GTEX-13NZA-0011-R10b-SM-AFUKM.mCT_pos.small_smooth.bw,Methylation values for CT (positive strand) using small smoothing parameters.,GTEX-13NZA-0011-R10b-SM-AFUKM,Brain - Frontal Cortex (BA9),
GTEX-13O3Q-0011-R10b-SM-AFUKQ.mCA_neg.small_smooth.bw,Methylation values for CA (negative strand) using small smoothing parameters.,GTEX-13O3Q-0011-R10b-SM-AFUKQ,Brain - Frontal Cortex (BA9),
GTEX-13O3Q-0011-R10b-SM-AFUKQ.mCA_pos.small_smooth.bw,Methylation values for CA (positive strand) using small smoothing parameters.,GTEX-13O3Q-0011-R10b-SM-AFUKQ,Brain - Frontal Cortex (BA9),
GTEX-13O3Q-0011-R10b-SM-AFUKQ.mCC_neg.small_smooth.bw,Methylation values for CC (negative strand) using small smoothing parameters.,GTEX-13O3Q-0011-R10b-SM-AFUKQ,Brain - Frontal Cortex (BA9),
GTEX-13O3Q-0011-R10b-SM-AFUKQ.mCC_pos.small_smooth.bw,Methylation values for CC (positive strand) using small smoothing parameters.,GTEX-13O3Q-0011-R10b-SM-AFUKQ,Brain - Frontal Cortex (BA9),
GTEX-13O3Q-0011-R10b-SM-AFUKQ.mCG.large_smooth.bw,Methylation values for CG using large smoothing parameters.,GTEX-13O3Q-0011-R10b-SM-AFUKQ,Brain - Frontal Cortex (BA9),
GTEX-13O3Q-0011-R10b-SM-AFUKQ.mCG.small_smooth.bw,Methylation values for CG using small smoothing parameters.,GTEX-13O3Q-0011-R10b-SM-AFUKQ,Brain - Frontal Cortex (BA9),
GTEX-13O3Q-0011-R10b-SM-AFUKQ.mCT_neg.small_smooth.bw,Methylation values for CT (negative strand) using small smoothing parameters.,GTEX-13O3Q-0011-R10b-SM-AFUKQ,Brain - Frontal Cortex (BA9),
GTEX-13O3Q-0011-R10b-SM-AFUKQ.mCT_pos.small_smooth.bw,Methylation values for CT (positive strand) using small smoothing parameters.,GTEX-13O3Q-0011-R10b-SM-AFUKQ,Brain - Frontal Cortex (BA9),
GTEX-13OVH-0011-R10a-SM-AFUMW.mCA_neg.small_smooth.bw,Methylation values for CA (negative strand) using small smoothing parameters.,GTEX-13OVH-0011-R10a-SM-AFUMW,Brain - Frontal Cortex (BA9),
GTEX-13OVH-0011-R10a-SM-AFUMW.mCA_pos.small_smooth.bw,Methylation values for CA (positive strand) using small smoothing parameters.,GTEX-13OVH-0011-R10a-SM-AFUMW,Brain - Frontal Cortex (BA9),
GTEX-13OVH-0011-R10a-SM-AFUMW.mCC_neg.small_smooth.bw,Methylation values for CC (negative strand) using small smoothing parameters.,GTEX-13OVH-0011-R10a-SM-AFUMW,Brain - Frontal Cortex (BA9),
GTEX-13OVH-0011-R10a-SM-AFUMW.mCC_pos.small_smooth.bw,Methylation values for CC (positive strand) using small smoothing parameters.,GTEX-13OVH-0011-R10a-SM-AFUMW,Brain - Frontal Cortex (BA9),
GTEX-13OVH-0011-R10a-SM-AFUMW.mCG.large_smooth.bw,Methylation values for CG using large smoothing parameters.,GTEX-13OVH-0011-R10a-SM-AFUMW,Brain - Frontal Cortex (BA9),
GTEX-13OVH-0011-R10a-SM-AFUMW.mCG.small_smooth.bw,Methylation values for CG using small smoothing parameters.,GTEX-13OVH-0011-R10a-SM-AFUMW,Brain - Frontal Cortex (BA9),
GTEX-13OVH-0011-R10a-SM-AFUMW.mCT_neg.small_smooth.bw,Methylation values for CT (negative strand) using small smoothing parameters.,GTEX-13OVH-0011-R10a-SM-AFUMW,Brain - Frontal Cortex (BA9),
GTEX-13OVH-0011-R10a-SM-AFUMW.mCT_pos.small_smooth.bw,Methylation values for CT (positive strand) using small smoothing parameters.,GTEX-13OVH-0011-R10a-SM-AFUMW,Brain - Frontal Cortex (BA9),
GTEX-13OW7-0011-R10a-SM-AFUNB.mCA_neg.small_smooth.bw,Methylation values for CA (negative strand) using small smoothing parameters.,GTEX-13OW7-0011-R10a-SM-AFUNB,Brain - Frontal Cortex (BA9),
GTEX-13OW7-0011-R10a-SM-AFUNB.mCA_pos.small_smooth.bw,Methylation values for CA (positive strand) using small smoothing parameters.,GTEX-13OW7-0011-R10a-SM-AFUNB,Brain - Frontal Cortex (BA9),
GTEX-13OW7-0011-R10a-SM-AFUNB.mCC_neg.small_smooth.bw,Methylation values for CC (negative strand) using small smoothing parameters.,GTEX-13OW7-0011-R10a-SM-AFUNB,Brain - Frontal Cortex (BA9),
GTEX-13OW7-0011-R10a-SM-AFUNB.mCC_pos.small_smooth.bw,Methylation values for CC (positive strand) using small smoothing parameters.,GTEX-13OW7-0011-R10a-SM-AFUNB,Brain - Frontal Cortex (BA9),
